,playerID,Name,AB,H,average,Empirical Bayes Estimate,alpha1,beta1,PEP,Cumulative Mean
2632,farrejo02,John Farrell,2172,567,0.261049723757,0.262593675917,684.983577844,1923.54678928,0.999988270613,0.829959309002
331,bakerdu01,Dusty Baker,7117,1981,0.278347618379,0.277881133169,2098.98357784,5454.54678928,0.999988286825,0.830127988544
3323,greenle01,Lenny Green,2956,788,0.266576454668,0.267052459316,905.983577844,2486.54678928,0.999988838531,0.830296334282
4832,lavagco01,Cookie Lavagetto,3509,945,0.269307495013,0.269414623368,1062.98357784,2882.54678928,0.999988870911,0.830464346695
7945,simpsha01,Harry Simpson,2829,752,0.265818310357,0.26641417474,869.983577844,2395.54678928,0.999988916146,0.830632026783
5902,molinbe01,Bengie Molina,4812,1317,0.273690773067,0.273406740072,1434.98357784,3813.54678928,0.999989125637,0.830799375695
2120,dejesda01,David DeJesus,5220,1434,0.274712643678,0.274370237074,1551.98357784,4104.54678928,0.999989155986,0.830966394234
5568,mcgarch01,Chippy McGarr,3253,872,0.268060252075,0.268322382346,989.983577844,2699.54678928,0.999989280681,0.831133083471
8598,thompha02,Hank Thompson,3003,801,0.266733266733,0.26718286503,918.983577844,2520.54678928,0.999989425738,0.8312994444
133,alomasa02,Sandy Alomar,4530,1236,0.272847682119,0.272621624708,1353.98357784,3612.54678928,0.999989488612,0.831465477908
7903,shugafr01,Frank Shugart,3014,804,0.266755142668,0.267200540134,921.983577844,2528.54678928,0.999989634321,0.831631185043
4316,jonesda01,Davy Jones,3774,1020,0.27027027027,0.270270839686,1137.98357784,3072.54678928,0.999989636152,0.831796566625
8529,tebbebi01,Birdie Tebbetts,3704,1000,0.269978401728,0.270009752065,1117.98357784,3022.54678928,0.999989727505,0.831961623702
2023,daubabr01,Brian Daubach,2025,525,0.259259259259,0.261212937461,642.983577844,1818.54678928,0.999989880127,0.832126357287
3274,graffto01,Tony Graffanino,2810,746,0.265480427046,0.266125210654,863.983577844,2382.54678928,0.999990064,0.832290768361
2715,fitzged01,Ed Fitz Gerald,2086,542,0.259827420901,0.261635533291,659.983577844,1862.54678928,0.999990091516,0.832454857718
44,adcocjo01,Joe Adcock,6606,1832,0.277323645171,0.276886783044,1949.98357784,5092.54678928,0.999990184705,0.832618626366
7238,riosal01,Alex Rios,6419,1778,0.276990185387,0.276562640133,1895.98357784,4959.54678928,0.99999029605,0.832782075262
9291,wilsomo01,Mookie Wilson,5094,1397,0.274244208873,0.273930975382,1514.98357784,4015.54678928,0.999990307342,0.832945205245
9024,washicl01,Claudell Washington,6787,1884,0.277589509356,0.277147527054,2001.98357784,5221.54678928,0.999990415029,0.83310801734
3492,hallto02,Toby Hall,2350,616,0.262127659574,0.263404119512,733.983577844,2052.54678928,0.999990433512,0.83327051239
4959,lezcasi01,Sixto Lezcano,4134,1122,0.271407837446,0.271299713216,1239.98357784,3330.54678928,0.999990649059,0.833432691511
5056,longda02,Dale Long,3020,805,0.266556291391,0.26702602894,922.983577844,2533.54678928,0.99999079977,0.833594555562
9182,whittpo01,Possum Whitted,3630,978,0.269421487603,0.269513191566,1095.98357784,2970.54678928,0.999991119059,0.833756105624
294,aybarer01,Erick Aybar,4842,1324,0.273440726972,0.273178986868,1441.98357784,3836.54678928,0.99999126565,0.833917342442
3775,herndla01,Larry Herndon,4877,1334,0.273528808694,0.273261556352,1451.98357784,3861.54678928,0.99999129741,0.834078266817
4038,hudsoor01,Orlando Hudson,4825,1319,0.273367875648,0.273111334076,1436.98357784,3824.54678928,0.99999142182,0.834238879746
2627,farredu01,Duke Farrell,5679,1564,0.275400598697,0.275034784699,1681.98357784,4433.54678928,0.999991459529,0.834399182047
4843,lawribr01,Brett Lawrie,2217,578,0.260712674786,0.262285891455,695.983577844,1957.54678928,0.999991494053,0.834559174619
278,aurilri01,Rich Aurilia,5721,1576,0.275476315329,0.275107628683,1693.98357784,4463.54678928,0.999991537203,0.834718858367
9236,williji01,Jimmy Williams,5481,1507,0.274949826674,0.274605025582,1624.98357784,4292.54678928,0.99999158766,0.834878234191
3819,hidalri01,Richard Hidalgo,3459,929,0.268574732582,0.268765348791,1046.98357784,2848.54678928,0.999991628372,0.835037302971
4646,kollodo01,Don Kolloway,3993,1081,0.270723766592,0.270679615777,1198.98357784,3230.54678928,0.999991664105,0.83519606559
1438,chambch01,Chris Chambliss,7571,2109,0.278562937525,0.278111162336,2226.98357784,5780.54678928,0.999991796318,0.835354523024
2579,evansjo01,Joe Evans,2043,529,0.258932941752,0.260929886733,646.983577844,1832.54678928,0.99999181357,0.83551267604
9258,willsbu01,Bump Wills,3030,807,0.266336633663,0.266832677024,924.983577844,2541.54678928,0.999992022232,0.835670525701
1927,cubbami01,Mike Cubbage,1951,503,0.257816504357,0.260094525454,620.983577844,1766.54678928,0.999992217481,0.835828072865
2520,englecl01,Clyde Engle,2822,748,0.265060240964,0.265758940467,865.983577844,2392.54678928,0.99999223069,0.835985318227
777,bohnesa01,Sam Bohne,2315,605,0.261339092873,0.262756895756,722.983577844,2028.54678928,0.999992337918,0.836142262743
6891,powelra01,Ray Powell,3324,890,0.267749699158,0.26804292997,1007.98357784,2752.54678928,0.999992482681,0.836298907313
720,blaloha01,Hank Blalock,3567,959,0.268853378189,0.269008469797,1076.98357784,2926.54678928,0.999992518078,0.836455252691
4599,klingjo01,Johnny Kling,4241,1151,0.271398255129,0.271293498544,1268.98357784,3408.54678928,0.999992561207,0.836611299741
1193,byrdma01,Marlon Byrd,5579,1534,0.274959670192,0.274619771994,1651.98357784,4363.54678928,0.999992752087,0.836767049457
2669,fewstch01,Chick Fewster,1963,506,0.257768721345,0.260044042949,623.983577844,1775.54678928,0.999992774634,0.836922502529
3724,hendrge01,George Hendrick,7129,1980,0.277738813298,0.277308195994,2097.98357784,5467.54678928,0.999992979402,0.837077659976
7059,readyra01,Randy Ready,2110,547,0.259241706161,0.261133182007,664.983577844,1881.54678928,0.999993004209,0.83723252247
1847,crawfwi01,Willie Crawford,3435,921,0.268122270742,0.268365085463,1038.98357784,2832.54678928,0.999993090365,0.837387090911
7519,saboch01,Chris Sabo,3354,898,0.267740011926,0.268032037589,1015.98357784,2774.54678928,0.999993095111,0.837541366057
8225,stantmi03,Giancarlo Stanton,2980,792,0.265771812081,0.266347282202,909.983577844,2506.54678928,0.999993108707,0.837695348752
7227,riggsle01,Lew Riggs,2477,650,0.262414210739,0.263592096554,767.983577844,2145.54678928,0.999993133911,0.837849039836
1294,carbobe01,Bernie Carbo,2733,722,0.264178558361,0.265018308882,839.983577844,2329.54678928,0.999993343334,0.838002440312
5025,lockhke01,Keith Lockhart,2268,591,0.260582010582,0.262146650843,708.983577844,1995.54678928,0.999993440917,0.838155550899
8465,taborji01,Jim Tabor,3788,1021,0.269535374868,0.269611880816,1138.98357784,3085.54678928,0.999993478842,0.838308372361
1072,bryest01,Steve Brye,1997,515,0.257886830245,0.260109175705,632.983577844,1800.54678928,0.999993502933,0.838460905503
4795,lansimi01,Mike Lansing,4150,1124,0.270843373494,0.270789350213,1241.98357784,3344.54678928,0.999993622611,0.83861315123
3997,howarel01,Elston Howard,5363,1471,0.274286779787,0.273984870715,1588.98357784,4210.54678928,0.999993649328,0.838765110268
7700,schripo01,Pop Schriver,2727,720,0.26402640264,0.264888741563,837.983577844,2325.54678928,0.999993704033,0.838916783451
4998,liriane01,Nelson Liriano,2216,576,0.259927797834,0.261630775823,693.983577844,1958.54678928,0.999993948477,0.839068171764
7318,robinwi01,Wilbert Robinson,5075,1388,0.273497536946,0.273242362381,1505.98357784,4005.54678928,0.999994014837,0.839219275842
7931,simmoan01,Andrelton Simmons,2295,598,0.260566448802,0.262118110222,715.983577844,2015.54678928,0.999994149997,0.83937009655
4271,johnslo01,Lou Johnson,2049,529,0.258174719375,0.260300009367,646.983577844,1838.54678928,0.999994201664,0.839520634605
9406,wyrosjo01,Johnny Wyrostek,4240,1149,0.270990566038,0.27092384276,1266.98357784,3409.54678928,0.999994235476,0.839670890786
2056,davisha01,Harry Davis,6653,1841,0.276717270404,0.27632064134,1958.98357784,5130.54678928,0.999994304774,0.839820865916
8924,wagnele01,Leon Wagner,4426,1202,0.271577044736,0.271460223008,1319.98357784,3542.54678928,0.999994312577,0.839970560726
3682,hebneri01,Richie Hebner,6144,1694,0.275716145833,0.275355249008,1811.98357784,4768.54678928,0.999994648689,0.840119976307
9427,yorkru01,Rudy York,5891,1621,0.275165506705,0.274828167855,1738.98357784,4588.54678928,0.9999948369,0.840269113304
7909,siebeno01,Norm Siebern,4481,1217,0.271591162687,0.271474394296,1334.98357784,3582.54678928,0.999994872542,0.840417972353
6104,murcebo01,Bobby Murcer,6730,1862,0.276671619614,0.276282032785,1979.98357784,5186.54678928,0.999995063067,0.840566554374
9034,wathajo01,John Wathan,2505,656,0.261876247505,0.263122756268,773.983577844,2167.54678928,0.9999951978,0.840714860089
2168,derosma01,Mark DeRosa,3633,975,0.268373245252,0.268577324468,1092.98357784,2976.54678928,0.999995200449,0.840862890145
1333,carribi02,Bill Carrigan,1970,506,0.256852791878,0.259287639321,623.983577844,1782.54678928,0.999995212339,0.841010645319
9457,youngpe01,Pep Young,2466,645,0.261557177616,0.262868422149,762.983577844,2139.54678928,0.999995227542,0.841158126378
3140,gleasbi01,Bill Gleason,3395,907,0.267157584683,0.267512842033,1024.98357784,2806.54678928,0.999995543274,0.841305334364
8183,spohral01,Al Spohrer,2218,575,0.259242560866,0.261056941155,692.983577844,1961.54678928,0.999995578494,0.841452269776
557,belliro01,Ronnie Belliard,5045,1377,0.272943508424,0.272731058248,1494.98357784,3986.54678928,0.999995714027,0.841598933461
8528,teahema01,Mark Teahen,2873,759,0.264183780021,0.264987318611,876.983577844,2432.54678928,0.999995781075,0.841745326112
4672,kotsama01,Mark Kotsay,6464,1784,0.27599009901,0.275628607753,1901.98357784,4998.54678928,0.999995857115,0.841891448486
677,biggicr01,Craig Biggio,10876,3060,0.281353438764,0.280925970999,3177.98357784,8134.54678928,0.999995860972,0.842037301265
3749,hermije01,Jeremy Hermida,2012,517,0.256958250497,0.259332531208,634.983577844,1813.54678928,0.999995900041,0.842182885227
2073,davisru01,Russ Davis,1980,508,0.256565656566,0.259042297321,625.983577844,1790.54678928,0.999995955363,0.842328201129
8972,wallsle01,Lee Walls,2558,670,0.261923377639,0.263140954086,787.983577844,2206.54678928,0.999995963648,0.842473249669
9344,womacto01,Tony Womack,4963,1353,0.272617368527,0.272428059077,1470.98357784,3928.54678928,0.999996025318,0.842618031632
5846,milleri01,Rick Miller,3887,1046,0.269102135323,0.269220631985,1163.98357784,3159.54678928,0.99999604134,0.84276254771
8548,terryze01,Zeb Terry,2327,605,0.259991405243,0.261615933896,722.983577844,2040.54678928,0.999996048985,0.842906798629
4651,konerpa01,Paul Konerko,8393,2340,0.278803765042,0.278382142158,2457.98357784,6371.54678928,0.99999605076,0.843050785111
5267,malzofr01,Frank Malzone,5428,1486,0.273765659543,0.27350588665,1603.98357784,4260.54678928,0.999996107897,0.843194507934
547,bellbu01,Buddy Bell,8995,2514,0.27948860478,0.279062196207,2631.98357784,6799.54678928,0.999996112486,0.843337967774
5605,mcintma01,Matty McIntyre,3958,1066,0.269327943406,0.269422094953,1183.98357784,3210.54678928,0.99999616306,0.843481165393
2095,deazaal01,Alejandro De Aza,2513,657,0.261440509351,0.262748126442,774.983577844,2174.54678928,0.999996223402,0.843624101519
5149,luzingr01,Greg Luzinski,6505,1795,0.275941583397,0.27558527827,1912.98357784,5028.54678928,0.999996248113,0.843766776835
7750,seageky01,Kyle Seager,3201,851,0.265854420494,0.26638501402,968.983577844,2668.54678928,0.999996272337,0.843909192054
4973,lindad01,Adam Lind,4310,1166,0.270533642691,0.27050992589,1283.98357784,3462.54678928,0.999996310423,0.8440513479
2362,dropowa01,Walt Dropo,4124,1113,0.269883608147,0.269921144856,1230.98357784,3329.54678928,0.999996311536,0.844193245046
8480,tartada01,Danny Tartabull,5011,1366,0.272600279385,0.272414007419,1483.98357784,3963.54678928,0.999996415695,0.844334884292
8117,soderer01,Eric Soderholm,2894,764,0.26399447132,0.26481775592,881.983577844,2448.54678928,0.999996434201,0.844476266263
6237,nevinph01,Phil Nevin,4188,1131,0.27005730659,0.270077927636,1248.98357784,3375.54678928,0.999996439383,0.844617391647
4955,lewisma01,Mark Lewis,2795,736,0.263327370304,0.264265991907,853.983577844,2377.54678928,0.999996486121,0.84475826118
4305,jonesbo01,Bob Jones,2990,791,0.264548494983,0.265278132821,908.983577844,2517.54678928,0.999996497414,0.844898875524
9053,weavebu01,Buck Weaver,4809,1308,0.271990018715,0.271847359188,1425.98357784,3819.54678928,0.999996539011,0.8450392354
7252,rivaslu01,Luis Rivas,2101,541,0.257496430271,0.259694853856,658.983577844,1878.54678928,0.999996586009,0.845179341504
5926,montawi01,Willie Montanez,5843,1604,0.274516515489,0.274221713595,1721.98357784,4557.54678928,0.99999660576,0.845319194498
9321,wisesa01,Sam Wise,4715,1281,0.271686108165,0.271566598301,1398.98357784,3752.54678928,0.999996610779,0.845458795054
9146,whitebu01,Burgess Whitehead,3316,883,0.266284680338,0.266748961345,1000.98357784,2751.54678928,0.999996611118,0.845598143851
5634,mcleala01,Larry McLean,2647,694,0.26218360408,0.26332919776,811.983577844,2271.54678928,0.999996689073,0.84573724164
2414,durhara01,Ray Durham,7408,2054,0.277267818575,0.276878726475,2171.98357784,5672.54678928,0.999996708602,0.845876089045
4172,jahajo01,John Jaha,2775,730,0.263063063063,0.264043456206,847.983577844,2363.54678928,0.999996715313,0.84601468673
2789,fordda01,Dan Ford,4163,1123,0.2697573865,0.269806584323,1240.98357784,3358.54678928,0.999996892059,0.846153035522
2813,fowlede01,Dexter Fowler,3734,1001,0.268077129084,0.26830726055,1118.98357784,3051.54678928,0.999996898933,0.846291135938
26,adamsbo03,Bobby Adams,4019,1082,0.269221199303,0.269324520084,1199.98357784,3255.54678928,0.999996900443,0.846428988642
4084,huntro01,Ron Hunt,5235,1429,0.272970391595,0.272762989477,1546.98357784,4124.54678928,0.999996927732,0.846566594322
8994,wardaa01,Aaron Ward,3611,966,0.267515923567,0.267813575075,1083.98357784,2963.54678928,0.999996943937,0.846703953632
3825,higgibo02,Bobby Higginson,4910,1336,0.272097759674,0.271948998323,1453.98357784,3892.54678928,0.999996944778,0.84684106722
1654,collida02,Dave Collins,4907,1335,0.272060321989,0.271914535526,1452.98357784,3890.54678928,0.999997006809,0.846977935799
8783,unglabo01,Bob Unglaub,2150,554,0.257674418605,0.259801155396,671.983577844,1914.54678928,0.999997049978,0.847114560008
8201,staintu01,Tuck Stainback,2261,585,0.258735072977,0.260602655826,702.983577844,1994.54678928,0.999997083803,0.847250940493
1515,cimolgi01,Gino Cimoli,3054,808,0.264571054355,0.265284492743,925.983577844,2564.54678928,0.999997111029,0.8473870779
9189,wiggial01,Alan Wiggins,2247,581,0.258566978193,0.260471648247,698.983577844,1984.54678928,0.999997131623,0.847522972872
1129,burleri01,Rick Burleson,5139,1401,0.272621132516,0.272437504206,1518.98357784,4056.54678928,0.999997147589,0.847658626052
1392,castivi02,Vinny Castilla,6822,1884,0.276165347405,0.275811145864,2001.98357784,5256.54678928,0.999997148826,0.847794038073
8489,tatisfe01,Fernando Tatis,3051,807,0.264503441495,0.265225956615,924.983577844,2562.54678928,0.99999718919,0.84792920961
3716,hemphch01,Charlie Hemphill,4541,1230,0.270865448139,0.270813732599,1347.98357784,3629.54678928,0.99999721739,0.848064141294
2742,fletcda01,Darrin Fletcher,3902,1048,0.268580215274,0.268750816332,1165.98357784,3172.54678928,0.999997241954,0.848198833759
5710,melesa01,Sam Mele,3437,916,0.266511492581,0.266935709765,1033.98357784,2839.54678928,0.99999727149,0.848333287645
8308,stirnsn01,Snuffy Stirnweiss,3695,989,0.267658998647,0.267935481403,1106.98357784,3024.54678928,0.999997337606,0.848467503619
5225,maguifr01,Freddie Maguire,2120,545,0.257075471698,0.259329435852,662.983577844,1893.54678928,0.999997408598,0.848601482315
1016,brownem01,Emil Brown,2249,581,0.258337038684,0.260277666714,698.983577844,1986.54678928,0.999997443755,0.84873522433
693,bishoma01,Max Bishop,4494,1216,0.270582999555,0.27055579796,1333.98357784,3596.54678928,0.999997456285,0.848868730272
2828,francti01,Tito Francona,5121,1395,0.272407732865,0.272240271829,1512.98357784,4044.54678928,0.999997471772,0.849002000767
2481,elberki01,Kid Elberfeld,4561,1235,0.27077395308,0.270730436526,1352.98357784,3644.54678928,0.999997496312,0.849135036446
5191,mackoro01,Rob Mackowiak,2328,603,0.259020618557,0.260797850665,720.983577844,2043.54678928,0.999997504002,0.849267837914
3979,hotalpe01,Pete Hotaling,3492,931,0.266609392898,0.267016792494,1048.98357784,2879.54678928,0.999997527915,0.849400405803
6487,otisam01,Amos Otis,7299,2020,0.276750239759,0.276384872966,2137.98357784,5597.54678928,0.999997580894,0.849532740755
8120,sojolu01,Luis Sojo,2571,671,0.260987942435,0.262336030409,788.983577844,2218.54678928,0.999997582314,0.849664843337
2316,doumiry01,Ryan Doumit,3093,818,0.264468153896,0.265186435726,935.983577844,2593.54678928,0.99999759125,0.849796714169
6148,murrare01,Red Murray,4334,1170,0.269958467928,0.26998750217,1287.98357784,3482.54678928,0.999997608925,0.849928353866
6949,putnapa01,Pat Putnam,1989,508,0.255404725993,0.258081113446,625.983577844,1799.54678928,0.99999764726,0.850059763055
8220,stanlmi02,Mike Stanley,4222,1138,0.269540502132,0.269609400147,1255.98357784,3402.54678928,0.999997649785,0.850190942308
7564,sanchre01,Rey Sanchez,4850,1317,0.271546391753,0.271441470718,1434.98357784,3851.54678928,0.999997666757,0.850321892242
4616,knighra01,Ray Knight,4829,1311,0.271484779457,0.271384547845,1428.98357784,3836.54678928,0.99999766795,0.850452613444
2080,daviswi02,Willie Davis,9174,2561,0.279158491389,0.278755019287,2678.98357784,6931.54678928,0.999997676377,0.850583106518
189,anderma02,Marlon Anderson,3204,849,0.264981273408,0.265616127413,966.983577844,2673.54678928,0.999997738562,0.850713372108
2500,ellisjo01,John Ellis,2672,699,0.261601796407,0.26281987993,816.983577844,2291.54678928,0.999997754745,0.850843410769
6713,perryge01,Gerald Perry,3144,832,0.264631043257,0.265319234985,949.983577844,2630.54678928,0.999997758675,0.850973223082
3905,hofmaso01,Solly Hofman,4072,1095,0.268909626719,0.26904190037,1212.98357784,3295.54678928,0.99999776814,0.851102809643
3058,giambja01,Jason Giambi,7267,2010,0.276592816843,0.276234852909,2127.98357784,5575.54678928,0.99999779894,0.851232171059
7,abbotku01,Kurt Abbott,2044,523,0.255870841487,0.258405858013,640.983577844,1839.54678928,0.999997811098,0.851361307899
8776,uhlaete01,Ted Uhlaender,2932,772,0.263301500682,0.264205300487,889.983577844,2478.54678928,0.999997833486,0.851490220757
5057,longhe01,Herman Long,7674,2127,0.2771696638,0.276798615655,2244.98357784,5865.54678928,0.999997871229,0.851618910229
6378,officro01,Rowland Office,2413,626,0.259428097804,0.261089892717,743.983577844,2105.54678928,0.999997883468,0.851747376873
7480,ruizca01,Carlos Ruiz,3414,908,0.265963678969,0.266452535112,1025.98357784,2824.54678928,0.999997886435,0.851875621258
7495,russeji01,Jim Russell,3595,959,0.266759388039,0.267140137807,1076.98357784,2954.54678928,0.999997976967,0.852003644037
1913,cruzde01,Deivi Cruz,4124,1109,0.268913676043,0.269044053887,1226.98357784,3333.54678928,0.999998030148,0.852131445752
8841,vanslan01,Andy Van Slyke,5711,1562,0.273507266678,0.273277800599,1679.98357784,4467.54678928,0.999998055122,0.852259026951
2585,evereca01,Carl Everett,4809,1304,0.271158244957,0.27108480522,1421.98357784,3823.54678928,0.999998071965,0.852386388197
396,barklsa01,Sam Barkley,2329,602,0.25848003435,0.260341953357,719.983577844,2045.54678928,0.99999807907,0.85251353005
7089,reedjo01,Jody Reed,4554,1231,0.27031181379,0.270308660324,1348.98357784,3641.54678928,0.999998150799,0.852640453131
1619,coghlch01,Chris Coghlan,2505,651,0.259880239521,0.261422960796,768.983577844,2172.54678928,0.999998193928,0.852767157981
1520,cissebi01,Bill Cissell,3707,990,0.26706231454,0.26740085861,1107.98357784,3035.54678928,0.999998215061,0.852893645144
8240,staubru01,Rusty Staub,9720,2716,0.279423868313,0.279030680302,2833.98357784,7322.54678928,0.999998313957,0.853019915246
3627,hassero01,Ron Hassey,3440,914,0.265697674419,0.266213206169,1031.98357784,2844.54678928,0.999998329448,0.853145968774
2743,fletcel01,Elbie Fletcher,4879,1323,0.271162123386,0.271089332263,1440.98357784,3874.54678928,0.99999833158,0.853271806274
5062,longoev01,Evan Longoria,4837,1311,0.271035765971,0.270972854684,1428.98357784,3844.54678928,0.99999833533,0.853397428303
3230,goodwto01,Tom Goodwin,3846,1029,0.267550702028,0.267828475111,1146.98357784,3135.54678928,0.999998335812,0.853522835409
3916,hoilech01,Chris Hoiles,2820,739,0.262056737589,0.263158478882,856.983577844,2399.54678928,0.999998353549,0.85364802816
7532,saiervi01,Vic Saier,2948,775,0.26289009498,0.263842684503,892.983577844,2491.54678928,0.999998362914,0.853773007096
5291,mantife01,Felix Mantilla,2707,707,0.261174732176,0.262438558403,824.983577844,2318.54678928,0.999998425673,0.853897772812
6701,perezto01,Tony Perez,9778,2732,0.279402740847,0.279012688338,2849.98357784,7364.54678928,0.999998449422,0.854022325818
4162,jacobbr01,Brook Jacoby,4520,1220,0.269911504425,0.269943585279,1337.98357784,3618.54678928,0.999998487767,0.854146666672
4125,irwinch01,Charlie Irwin,3679,981,0.2666485458,0.267033281208,1098.98357784,3016.54678928,0.999998508384,0.854270795899
1018,brownga01,Gates Brown,2262,582,0.257294429708,0.259394367532,699.983577844,1998.54678928,0.999998524206,0.854394714035
3558,harledi01,Dick Harley,2879,755,0.262243834665,0.263301336794,872.983577844,2442.54678928,0.999998530726,0.854518421611
2671,fickro01,Robert Fick,2373,613,0.258322798146,0.260179988228,730.983577844,2078.54678928,0.999998534069,0.85464191916
2071,davisra01,Rajai Davis,3687,983,0.266612422023,0.267000235192,1100.98357784,3022.54678928,0.999998574264,0.854765207247
6391,oldriru01,Rube Oldring,4690,1268,0.270362473348,0.270355089815,1385.98357784,3740.54678928,0.999998584751,0.854888286381
5739,merklfr01,Fred Merkle,5782,1580,0.273261847112,0.273052229,1697.98357784,4520.54678928,0.999998588301,0.855011157085
2798,forsylo01,Logan Forsythe,2037,519,0.254786450663,0.257520015243,636.983577844,1836.54678928,0.999998601691,0.855133819898
6377,offerjo01,Jose Offerman,5681,1551,0.273015314205,0.272819827232,1668.98357784,4448.54678928,0.999998603998,0.855256275337
5917,mondera01,Raul Mondesi,5814,1589,0.273305813553,0.273094198026,1706.98357784,4543.54678928,0.999998619909,0.855378523938
2082,dawsoan01,Andre Dawson,9927,2774,0.279439911353,0.279053901074,2891.98357784,7471.54678928,0.999998624373,0.855500566217
9101,werbebi01,Billy Werber,5024,1363,0.271297770701,0.271216068454,1480.98357784,3979.54678928,0.999998640161,0.855622402705
7560,sanchga01,Gaby Sanchez,1998,508,0.254254254254,0.257127036203,625.983577844,1808.54678928,0.999998646472,0.855744033912
927,breamsi01,Sid Bream,3108,819,0.263513513514,0.264346325408,936.983577844,2607.54678928,0.99999866145,0.855865460367
8000,smithal04,Al Smith,5357,1458,0.272167257794,0.272024737591,1575.98357784,4217.54678928,0.999998664417,0.855986682573
3420,gutieri01,Ricky Gutierrez,3632,967,0.266244493392,0.26667702584,1084.98357784,2983.54678928,0.999998673657,0.856107701053
4718,kuheljo01,Joe Kuhel,7984,2212,0.277054108216,0.276702710668,2329.98357784,6090.54678928,0.999998729615,0.856228516359
3391,guerrma01,Mario Guerrero,2251,578,0.25677476677,0.258967707438,695.983577844,1991.54678928,0.99999878759,0.856349129002
7246,ritchcl01,Claude Ritchey,5919,1618,0.273356985977,0.273145351775,1735.98357784,4619.54678928,0.999998809018,0.856469539463
291,avilemi01,Mike Aviles,2923,766,0.262059527882,0.263127128272,883.983577844,2475.54678928,0.999998869227,0.856589748282
4779,landrke01,Ken Landreaux,4101,1099,0.267983418678,0.268203952234,1216.98357784,3320.54678928,0.99999887259,0.856709755918
7268,rizzuph01,Phil Rizzuto,5816,1588,0.273039889959,0.272846908,1705.98357784,4546.54678928,0.999998889081,0.856829562885
7044,rathmo01,Morrie Rath,2048,521,0.25439453125,0.257184853242,638.983577844,1845.54678928,0.999998894898,0.856949169679
4118,iorgga01,Garth Iorg,2450,633,0.258367346939,0.260168258196,750.983577844,2135.54678928,0.999998933599,0.857068576827
753,blowemi01,Mike Blowers,2300,591,0.256956521739,0.259081202373,708.983577844,2027.54678928,0.999998950611,0.857187784812
901,bragggl01,Glenn Braggs,2336,601,0.25727739726,0.259323968592,718.983577844,2053.54678928,0.999998962431,0.857306794127
2151,demetdo01,Don Demeter,3443,912,0.26488527447,0.265491819982,1029.98357784,2849.54678928,0.999998987324,0.857425605279
4009,howear01,Art Howe,2626,682,0.259710586443,0.26121653729,799.983577844,2262.54678928,0.999998994066,0.857544218747
6380,oglivbe01,Ben Oglivie,5913,1615,0.273127008287,0.272930985072,1732.98357784,4616.54678928,0.999999001512,0.857662635025
8835,vandejo02,John Vander Wal,2751,717,0.260632497274,0.261953136653,834.983577844,2352.54678928,0.999999006451,0.857780854603
5436,maxwech01,Charlie Maxwell,3245,856,0.263790446841,0.264559430649,973.983577844,2707.54678928,0.999999007116,0.857898877966
460,basske01,Kevin Bass,4839,1308,0.270303781773,0.270301463286,1425.98357784,3849.54678928,0.999999026555,0.858016705618
2563,esterdu01,Dude Esterbrook,2837,741,0.261191399366,0.262402813327,858.983577844,2414.54678928,0.999999034982,0.858134338037
2516,encarju01,Juan Encarnacion,4685,1264,0.269797225187,0.269838013012,1381.98357784,3739.54678928,0.999999045918,0.858251775709
1690,conigto01,Tony Conigliaro,3221,849,0.26358273828,0.26438155826,966.983577844,2690.54678928,0.999999048444,0.85836901911
7899,shottbu01,Burt Shotton,4945,1338,0.270576339737,0.270551957997,1455.98357784,3925.54678928,0.999999057662,0.858486068729
2194,dextech01,Charlie Dexter,2866,749,0.261339846476,0.26252100101,866.983577844,2435.54678928,0.999999062185,0.858602925041
2427,dyeje01,Jermaine Dye,6487,1779,0.274240789271,0.273990793317,1896.98357784,5026.54678928,0.999999067962,0.858719588525
526,beckeri01,Rich Becker,2227,570,0.255949708128,0.258297628717,687.983577844,1975.54678928,0.999999083677,0.858836059667
439,barrysh01,Shad Barry,4014,1073,0.267314399601,0.267604864949,1190.98357784,3259.54678928,0.999999091864,0.858952338936
5195,mackre01,Reddy Mack,2062,524,0.254122211445,0.256944476758,641.983577844,1856.54678928,0.999999094791,0.859068426801
9486,zimmech01,Chief Zimmer,4546,1224,0.269247690277,0.269337761933,1341.98357784,3640.54678928,0.999999108861,0.859184323743
8498,tavenja01,Jackie Tavener,2131,543,0.254809948381,0.257439439201,660.983577844,1906.54678928,0.999999133679,0.859300030243
9269,wilsoch01,Chief Wilson,4624,1246,0.26946366782,0.269533720557,1363.98357784,3696.54678928,0.999999135486,0.859415546749
4499,kennead01,Adam Kennedy,5473,1488,0.271880138864,0.271761625387,1605.98357784,4303.54678928,0.999999150547,0.859530873742
2423,dwyerji01,Jim Dwyer,2761,719,0.260412893879,0.26175938357,836.983577844,2360.54678928,0.999999152402,0.859646011675
5205,maddoel01,Elliott Maddox,2843,742,0.260991909954,0.262227661151,859.983577844,2419.54678928,0.99999915542,0.859760961015
8213,stanked01,Eddie Stanky,4301,1154,0.26830969542,0.268490854786,1271.98357784,3465.54678928,0.999999157598,0.859875722223
7099,reeseri01,Rich Reese,2020,512,0.253465346535,0.256452591133,629.983577844,1826.54678928,0.999999158694,0.859990295761
6758,phillbr01,Brandon Phillips,6783,1863,0.274657231314,0.274392304916,1980.98357784,5238.54678928,0.999999176585,0.860104682101
