,playerID,Name,AB,H,average,Empirical Bayes Estimate,alpha1,beta1,PEP,Cumulative Mean
5875,minosmi01,Minnie Minoso,6579,1963,0.298373613011,0.296625268361,2080.98357784,4934.54678928,0.732702625755,0.28142225064
3173,goldspa01,Paul Goldschmidt,2824,844,0.298866855524,0.295038987382,961.983577844,2298.54678928,0.73379935691,0.283586734402
1748,coopece01,Cecil Cooper,7349,2192,0.298271873724,0.296702147306,2309.98357784,5475.54678928,0.738587873767,0.285753406495
4351,jordabu01,Buck Jordan,2980,890,0.298657718121,0.295031353312,1007.98357784,2408.54678928,0.738861734355,0.287900839328
4919,leonaan01,Andy Leonard,2395,716,0.298956158664,0.294534569549,833.983577844,1997.54678928,0.739348036977,0.290030307241
17,abreujo02,Jose Abreu,1793,537,0.299498047964,0.29377647755,654.983577844,1574.54678928,0.741784321984,0.292151218109
5196,macksh01,Shane Mack,2857,853,0.298564928246,0.294815431956,970.983577844,2322.54678928,0.743938843696,0.294262375238
7186,riceji01,Jim Rice,8225,2452,0.29811550152,0.29671241327,2569.98357784,6091.54678928,0.749062673613,0.296377725463
8887,vidrojo01,Jose Vidro,5113,1524,0.298063759046,0.295877933667,1641.98357784,3907.54678928,0.750144360398,0.298478496921
5292,mantlmi01,Mickey Mantle,8102,2415,0.298074549494,0.296653343015,2532.98357784,6005.54678928,0.751348765301,0.300565456683
2825,francju01,Julio Franco,8677,2586,0.29802927279,0.296699903212,2703.98357784,6409.54678928,0.755309294811,0.302651437592
794,bondsba01,Barry Bonds,9847,2935,0.298060322941,0.296880883204,3052.98357784,7230.54678928,0.756102811315,0.30472199181
4091,hurstdo01,Don Hurst,3275,976,0.298015267176,0.294752694882,1093.98357784,2617.54678928,0.759172875478,0.306787677644
2241,dimagdo01,Dom DiMaggio,5640,1680,0.297872340426,0.295889836669,1797.98357784,4278.54678928,0.759244443486,0.308834993327
4606,kluszte01,Ted Kluszewski,5929,1766,0.29785798617,0.295966473992,1883.98357784,4481.54678928,0.76017412863,0.310868052495
2822,foxpe01,Pete Fox,5636,1678,0.297728885735,0.29575538849,1795.98357784,4276.54678928,0.766255678102,0.312910149471
4381,judgejo01,Joe Judge,7898,2352,0.29779691061,0.296355459641,2469.98357784,5864.54678928,0.767348053872,0.314938890115
5958,moorejo02,Jo-Jo Moore,5427,1615,0.297586143357,0.295552929607,1732.98357784,4130.54678928,0.77277579445,0.316973720801
8597,thompfr03,Fresco Thompson,2560,762,0.29765625,0.293667498751,879.983577844,2116.54678928,0.777396528357,0.319010989861
7559,sanchfr01,Freddy Sanchez,3402,1012,0.29747207525,0.294379220632,1129.98357784,2708.54678928,0.77819012905,0.321033805453
8144,southbi01,Billy Southworth,4359,1296,0.297315898142,0.294854472727,1413.98357784,3381.54678928,0.783227263636,0.323060969743
701,blackch02,Charlie Blackmon,2242,667,0.297502230152,0.293065028301,784.983577844,1893.54678928,0.785453551745,0.325080151324
8676,torrejo01,Joe Torre,7874,2342,0.297434594869,0.296008012627,2459.98357784,5850.54678928,0.787678121388,0.327091446846
3610,hartnga01,Gabby Hartnett,6432,1912,0.297263681592,0.295548460783,2029.98357784,4838.54678928,0.790969105277,0.329099575237
9394,wrighru01,Russ Wrightstone,2992,889,0.297125668449,0.293707061049,1006.98357784,2421.54678928,0.791259062238,0.331091641991
4949,lewisbu01,Buddy Lewis,5261,1563,0.297091807641,0.295037230086,1680.98357784,4016.54678928,0.794653571788,0.333081178171
8510,tayloda01,Danny Taylor,2190,650,0.296803652968,0.292394707275,767.983577844,1858.54678928,0.804686268458,0.33509658454
8445,sweenmi01,Mike Sweeney,5188,1540,0.296838858905,0.294777247099,1657.98357784,3966.54678928,0.805141323481,0.337096774918
4401,kalinal01,Al Kaline,10116,3007,0.297251878213,0.29613594741,3124.98357784,7427.54678928,0.807886297096,0.339091645775
546,bellbe01,Beau Bell,2718,806,0.296541574687,0.292906857856,923.983577844,2230.54678928,0.809665941656,0.341077191327
8947,walkeha01,Harry Walker,2651,786,0.296491889853,0.292785323659,903.983577844,2183.54678928,0.811173214816,0.343052384703
6844,polanpl01,Placido Polanco,7214,2142,0.296922650402,0.295402209964,2259.98357784,5390.54678928,0.811181075488,0.345011082154
9212,willibe02,Bernie Williams,7869,2336,0.296861100521,0.295463801753,2453.98357784,5851.54678928,0.817713220356,0.346980674396
4283,johnsro02,Roy Johnson,4359,1292,0.296398256481,0.294020362693,1409.98357784,3385.54678928,0.818497157566,0.348937174327
8298,stewash01,Shannon Stewart,5574,1653,0.296555435953,0.294646806467,1770.98357784,4239.54678928,0.818862067885,0.35087901273
8629,tiernco01,Cotton Tierney,2299,681,0.296215745977,0.292076296227,798.983577844,1936.54678928,0.819222531376,0.352806352313
6117,murphda08,Daniel Murphy,3885,1151,0.296267696268,0.29364217535,1268.98357784,3052.54678928,0.820808459365,0.354724393735
1663,colliri02,Ripper Collins,3784,1121,0.296247357294,0.293561109641,1238.98357784,2981.54678928,0.821031467655,0.356627687914
312,bagweje01,Jeff Bagwell,7797,2314,0.296780813133,0.295375552091,2431.98357784,5801.54678928,0.821292328361,0.358516568566
1444,chancfr01,Frank Chance,4297,1273,0.296253199907,0.293857537602,1390.98357784,3342.54678928,0.823387921348,0.360398638821
3965,hoppjo01,Johnny Hopp,4260,1262,0.296244131455,0.293830438637,1379.98357784,3316.54678928,0.823509180971,0.362266020039
7583,sanguma01,Manny Sanguillen,5062,1500,0.296325563019,0.294257459688,1617.98357784,3880.54678928,0.825091742316,0.364124757879
3356,griffmi01,Mike Griffin,5914,1753,0.296415285763,0.294618475888,1870.98357784,4479.54678928,0.826694529295,0.365975036965
9386,wrighda03,David Wright,5996,1777,0.296364242829,0.29459380208,1894.98357784,4537.54678928,0.829331316355,0.367821077919
6066,muelldo01,Don Mueller,4364,1292,0.296058661778,0.293714125319,1409.98357784,3390.54678928,0.830618558571,0.369657575858
1425,cepedor01,Orlando Cepeda,7927,2351,0.296581304403,0.295208299542,2468.98357784,5894.54678928,0.831715919122,0.37148389342
3354,griffke01,Ken Griffey,7229,2143,0.29644487481,0.294954617562,2260.98357784,5404.54678928,0.833702909816,0.373303653327
4236,johnsbo01,Bob Johnson,6920,2051,0.296387283237,0.294837847409,2168.98357784,5187.54678928,0.834285850431,0.375111426649
1355,cartwed01,Ed Cartwright,1902,562,0.295478443743,0.290773892614,679.983577844,1658.54678928,0.837133135703,0.37691619895
2896,fullich01,Chick Fullis,1855,548,0.295417789757,0.290628301243,665.983577844,1625.54678928,0.838484613635,0.378712185
5815,milledo03,Doc Miller,1717,507,0.295282469423,0.290213496585,624.983577844,1528.54678928,0.841514300251,0.380505991648
3562,harpebr01,Brian Harper,3151,931,0.295461758172,0.292397128525,1048.98357784,2538.54678928,0.841626369027,0.382286379205
7128,reisepe01,Pete Reiser,2662,786,0.295266716754,0.291745915237,903.983577844,2194.54678928,0.843918163832,0.384061886069
7347,rodriiv01,Ivan Rodriguez,9592,2844,0.296497080901,0.295355697137,2961.98357784,7066.54678928,0.845989669394,0.38583172432
3910,hogansh01,Shanty Hogan,3180,939,0.295283018868,0.292264538258,1056.98357784,2559.54678928,0.846763763176,0.387591006911
3764,hernake01,Keith Hernandez,7370,2182,0.296065128901,0.294623023249,2299.98357784,5506.54678928,0.851262384258,0.38935401595
412,barnhcl01,Clyde Barnhart,2673,788,0.294799850355,0.291357044595,905.983577844,2203.54678928,0.855440025291,0.391119493258
6271,niemabo01,Bob Nieman,3452,1018,0.294901506373,0.292136995367,1135.98357784,2752.54678928,0.859370627949,0.392886478672
9489,zimmehe01,Heinie Zimmerman,5304,1566,0.295248868778,0.293349824868,1683.98357784,4056.54678928,0.865594573874,0.394663576774
1109,burgesm01,Smoky Burgess,4471,1318,0.294788637889,0.292608189949,1435.98357784,3471.54678928,0.872220870046,0.396452180869
8090,snidedu01,Duke Snider,7161,2116,0.29548945678,0.294040756653,2233.98357784,5363.54678928,0.87266458615,0.398229092829
9044,watsobo01,Bob Watson,6185,1826,0.29523039612,0.293585239373,1943.98357784,4677.54678928,0.873913172829,0.399997435134
7797,seyboso01,Socks Seybold,3685,1085,0.294436906377,0.291877887748,1202.98357784,2918.54678928,0.874003286545,0.401753012361
3205,gonzaju03,Juan Gonzalez,6556,1936,0.295302013423,0.293739672194,2053.98357784,4938.54678928,0.874563113689,0.403497699082
9180,whitnpi01,Pinky Whitney,5765,1701,0.295056374675,0.293312048827,1818.98357784,4382.54678928,0.87607045123,0.405235098906
7010,ramirha01,Hanley Ramirez,5627,1660,0.295006220011,0.293225805792,1777.98357784,4285.54678928,0.876453862194,0.406961174962
843,boudrlo01,Lou Boudreau,6029,1779,0.295073809919,0.293399531072,1896.98357784,4568.54678928,0.877854726915,0.408679764568
7260,rivermi01,Mickey Rivers,5629,1660,0.294901403446,0.293129119835,1777.98357784,4287.54678928,0.879829831087,0.410393037537
549,belleal01,Albert Belle,5853,1726,0.294891508628,0.293183031198,1843.98357784,4445.54678928,0.882210388129,0.412102520691
8929,wakefdi01,Dick Wakefield,2132,625,0.293151969981,0.289264081653,742.983577844,1825.54678928,0.884435403582,0.413807693554
3270,gradymi01,Mike Grady,3000,881,0.293666666667,0.290695402375,998.983577844,2437.54678928,0.88473754673,0.415501685831
7276,roberbi01,Bip Roberts,4147,1220,0.294188570051,0.291911140688,1337.98357784,3245.54678928,0.885431077425,0.417186020568
869,boydbo01,Bob Boyd,1936,567,0.292871900826,0.288714356342,684.983577844,1687.54678928,0.886899481398,0.418863568643
4264,johnsji01,Jimmy Johnston,5070,1493,0.294477317554,0.292558738523,1610.98357784,3895.54678928,0.887223935366,0.420530331513
2650,felscha01,Happy Felsch,2812,825,0.293385490754,0.290280056295,942.983577844,2305.54678928,0.888393355538,0.422189420251
9419,yelicch01,Christian Yelich,1876,549,0.292643923241,0.288421543486,666.983577844,1645.54678928,0.889887055068,0.42384206207
4375,joycebi01,Bill Joyce,3304,970,0.293583535109,0.290863452789,1087.98357784,2652.54678928,0.890260372102,0.425484380063
8346,stripjo01,Joe Stripp,4211,1238,0.293991925908,0.291764328736,1355.98357784,3291.54678928,0.891183581313,0.427118412348
6395,olerujo01,John Olerud,7592,2239,0.294915700738,0.293575968461,2356.98357784,5671.54678928,0.896525925995,0.428759697361
4124,irvinmo01,Monte Irvin,2499,731,0.292517006803,0.289209604967,848.983577844,2086.54678928,0.900749741811,0.430404261976
9389,wrighgl01,Glenn Wright,4153,1219,0.293522754635,0.291311631234,1336.98357784,3252.54678928,0.901905627137,0.432041419494
4804,larkiba01,Barry Larkin,7937,2340,0.294821721053,0.2935420868,2457.98357784,5915.54678928,0.902423681365,0.433669039777
2444,easlemi01,Mike Easler,3677,1078,0.293173782975,0.290743830993,1195.98357784,2917.54678928,0.903893130115,0.435290502158
3312,greenda01,Danny Green,3484,1021,0.293053960964,0.290517728774,1138.98357784,2781.54678928,0.903953353008,0.436901027418
5576,mcgeewi01,Willie McGee,7649,2254,0.294679043012,0.293361532286,2371.98357784,5713.54678928,0.904683324858,0.438503021588
1850,creebi01,Birdie Cree,2603,761,0.292354975029,0.289184009264,878.983577844,2160.54678928,0.905125358923,0.440095589292
6791,pierrju01,Juan Pierre,7525,2217,0.294617940199,0.293283259647,2334.98357784,5626.54678928,0.905575653974,0.441678854818
1154,burrudi01,Dick Burrus,1760,513,0.291477272727,0.287263762563,630.983577844,1565.54678928,0.905660694113,0.443251674612
1742,cooledu01,Duff Cooley,5364,1576,0.293810589113,0.292039429264,1693.98357784,4106.54678928,0.908301094827,0.444822787518
2993,garmsde01,Debs Garms,3111,910,0.292510446802,0.289774426562,1027.98357784,2519.54678928,0.909639662833,0.446387827503
1658,colliji01,Jimmy Collins,6795,1999,0.294186902134,0.292743509378,2116.98357784,5114.54678928,0.912011842546,0.447950324197
7131,reitzhe01,Heinie Reitz,2741,800,0.291864283108,0.288898443692,917.983577844,2259.54678928,0.915573733653,0.449514282089
8945,walkege02,Gee Walker,6771,1991,0.294048146507,0.292608351324,2108.98357784,5098.54678928,0.915615962458,0.451067954356
5900,mokanjo01,Johnny Mokan,1936,563,0.290805785124,0.287028392674,680.983577844,1691.54678928,0.917868985012,0.452618788345
7427,rosengo01,Goody Rosen,1916,557,0.290709812109,0.286918114757,674.983577844,1677.54678928,0.918768086904,0.454162329069
3676,heathje01,Jeff Heath,4937,1447,0.29309297144,0.291239366101,1564.98357784,3808.54678928,0.920649667074,0.455701891241
3732,henlibu01,Butch Henline,2101,611,0.290813898144,0.287280730623,728.983577844,1808.54678928,0.920734492133,0.457231603744
7336,rodrial01,Alex Rodriguez,10566,3115,0.294813552906,0.293840004978,3232.98357784,7769.54678928,0.921557627734,0.45875398415
5770,meyerch01,Chief Meyers,2834,826,0.291460832745,0.288633179295,943.983577844,2326.54678928,0.923510555884,0.460272796476
2209,diazma02,Matt Diaz,1881,546,0.290271132376,0.286504801518,663.983577844,1653.54678928,0.92368582243,0.46178228516
915,brantmi02,Michael Brantley,3147,918,0.291706387035,0.289095799871,1035.98357784,2547.54678928,0.924290874627,0.463283936424
2879,fryeje01,Jeff Frye,2155,626,0.290487238979,0.287082716561,743.983577844,1847.54678928,0.926053437613,0.464781572351
6850,polonlu01,Luis Polonia,4840,1417,0.292768595041,0.290907750178,1534.98357784,3741.54678928,0.92641879294,0.466270724675
624,berkmla01,Lance Berkman,6491,1905,0.293483284548,0.292020889211,2022.98357784,4904.54678928,0.927380674601,0.467753393324
6901,pradoma01,Martin Prado,4791,1402,0.292632018368,0.290765135943,1519.98357784,3707.54678928,0.928615575553,0.469230515703
3005,garvest01,Steve Garvey,8835,2599,0.294170911149,0.293045858694,2716.98357784,6554.54678928,0.928890404384,0.470699077648
3626,hassebu01,Buddy Hassett,3517,1026,0.291725902758,0.289357478409,1143.98357784,2809.54678928,0.929234990317,0.472159383102
2077,davisto02,Tommy Davis,7223,2121,0.293645299737,0.292313427917,2238.98357784,5420.54678928,0.929901593898,0.473612532978
1945,cunnijo01,Joe Cunningham,3362,980,0.291493158834,0.289054837457,1097.98357784,2700.54678928,0.930856563935,0.475059507759
8856,vaughmo01,Mo Vaughn,5532,1620,0.29284164859,0.291191209719,1737.98357784,4230.54678928,0.932304189364,0.476501920004
3437,haasmu01,Mule Haas,4303,1257,0.292121775505,0.290109667275,1374.98357784,3364.54678928,0.932540561098,0.477936003781
5533,mccutan01,Andrew McCutchen,4463,1304,0.292180147883,0.290228546676,1421.98357784,3477.54678928,0.933397826959,0.479363783791
424,barreji01,Jimmy Barrett,3306,962,0.290986085904,0.288570424794,1079.98357784,2662.54678928,0.937787249071,0.48079635712
7311,robinfr02,Frank Robinson,10006,2943,0.294123525884,0.293126614933,3060.98357784,7381.54678928,0.938102799063,0.48222098778
8743,tulowtr01,Troy Tulowitzki,4552,1329,0.291959578207,0.290062096721,1446.98357784,3541.54678928,0.938330225308,0.483637476096
7769,selkige01,George Selkirk,2790,810,0.290322580645,0.287610365394,927.983577844,2298.54678928,0.939105619922,0.485047594188
7766,selbaki01,Kip Selbach,6158,1803,0.29278986684,0.291299527169,1920.98357784,4673.54678928,0.939409053181,0.48644994437
2751,floodcu01,Curt Flood,6357,1861,0.292748151644,0.291304148344,1978.98357784,4814.54678928,0.942035866967,0.487851747209
5341,martest01,Starling Marte,2240,648,0.289285714286,0.286185274508,765.983577844,1910.54678928,0.942093379051,0.489245126448
3196,gonzaca01,Carlos Gonzalez,3955,1152,0.291276864728,0.289189296595,1269.98357784,3121.54678928,0.942187058279,0.49063026997
7003,raineti01,Tim Raines,8872,2605,0.29362037872,0.292525615801,2722.98357784,6585.54678928,0.943008396475,0.492009471575
9095,welshji01,Jimmy Welsh,2684,778,0.289865871833,0.287125415373,895.983577844,2224.54678928,0.943115670291,0.493380615036
1407,catalfr01,Frank Catalanotto,3824,1113,0.291056485356,0.288927309929,1230.98357784,3029.54678928,0.943798527391,0.494745517801
7706,schulfr02,Fred Schulte,4259,1241,0.291382953745,0.289420677025,1358.98357784,3336.54678928,0.944284828502,0.496103642607
3235,gordode01,Dee Gordon,2170,627,0.288940092166,0.285814271432,744.983577844,1861.54678928,0.944506751693,0.497454254381
9442,youngdm01,Dmitri Young,4762,1389,0.291684166317,0.289886462408,1506.98357784,3691.54678928,0.945272440229,0.498799053738
8080,smootho01,Homer Smoot,2635,763,0.289563567362,0.286822356463,880.983577844,2190.54678928,0.945871107169,0.50013759282
1414,cavarph01,Phil Cavarretta,6754,1977,0.292715427895,0.291353136818,2094.98357784,5095.54678928,0.94608839516,0.501468789245
490,baumhfr01,Frank Baumholtz,3477,1010,0.290480299108,0.288226606677,1127.98357784,2785.54678928,0.947195409645,0.502795356568
2317,douthta01,Taylor Douthit,4127,1201,0.291010419191,0.289027018938,1318.98357784,3244.54678928,0.94822035602,0.504117092471
6065,muellbi02,Bill Mueller,4223,1229,0.291025337438,0.289081403428,1346.98357784,3312.54678928,0.949144720469,0.505433742258
3828,higgipi01,Pinky Higgins,6636,1941,0.292495479204,0.291124034959,2058.98357784,5013.54678928,0.94920064679,0.506742789174
3502,hamilda02,Darryl Hamilton,4577,1333,0.291238802709,0.289413541276,1450.98357784,3562.54678928,0.950080605192,0.508046723927
1629,colbrgr01,Greg Colbrunn,2769,801,0.289274106176,0.286686904379,918.983577844,2286.54678928,0.951278814789,0.50934652478
4854,lazzeto01,Tony Lazzeri,6297,1840,0.292202636176,0.290781131307,1957.98357784,4775.54678928,0.951480384883,0.510639313845
7761,seguida01,David Segui,4847,1412,0.291314214978,0.289575997777,1529.98357784,3753.54678928,0.951863146215,0.511925680703
3371,grohhe01,Heinie Groh,6074,1774,0.292064537372,0.290603602342,1891.98357784,4618.54678928,0.951868412103,0.513204583992
6524,padgedo01,Don Padgett,1991,573,0.28779507785,0.284644669003,690.983577844,1736.54678928,0.952095333856,0.514476731093
6903,prattde01,Del Pratt,6826,1996,0.292411368298,0.291080859009,2113.98357784,5148.54678928,0.952240655965,0.515741944749
6102,munsoth01,Thurman Munson,5344,1558,0.291541916168,0.289935952482,1675.98357784,4104.54678928,0.953439455005,0.517003320859
563,bellle01,Les Bell,3239,938,0.289595554183,0.287301007574,1055.98357784,2619.54678928,0.954680380298,0.518261013559
2479,eisenji01,Jim Eisenreich,3995,1160,0.290362953692,0.288384253739,1277.98357784,3153.54678928,0.955277419106,0.519513209563
9216,willicy01,Cy Williams,6780,1981,0.292182890855,0.290857721241,2098.98357784,5117.54678928,0.955746344689,0.520759589949
2727,flagsir01,Ira Flagstead,4139,1202,0.290408311186,0.288487557056,1319.98357784,3255.54678928,0.95638479499,0.522000687399
97,allendi01,Dick Allen,6332,1848,0.291850915982,0.290459445583,1965.98357784,4802.54678928,0.957445216667,0.523237745721
3503,hamiljo03,Josh Hamilton,3909,1134,0.290099769762,0.288108348596,1251.98357784,3093.54678928,0.957452797062,0.524467816688
